number_of_cells,number_of_timestep,nodes_number,gathers,wave_front_tracking,hilbert_filter,isotropic_kernel,exec_time
28736800000000.0,16059,2,0,1,1,0,4100.096184709003
28909600000000.0,16059,2,0,1,1,0,4112.92272825214
24723100000000.0,16059,2,0,1,1,0,3802.1685352929817
38005600000000.0,16059,2,0,1,1,0,4788.097728647816
31048800000000.0,16059,2,0,1,1,0,4271.710586744492
34741100000000.0,16059,2,0,1,1,0,4545.781458991738
43336900000000.0,16059,2,0,1,1,0,5183.827772580256
29816400000000.0,16059,2,0,1,1,0,4180.232390780592
24609700000000.0,16059,2,0,1,1,0,3793.751116092798
34145800000000.0,16059,2,0,1,1,0,4501.593719574902
20683000000000.0,16059,2,0,1,1,0,3502.2812750578705
30730500000000.0,16059,2,0,1,1,0,4248.083915391595
35257600000000.0,16059,2,0,1,1,0,4584.120057024321
31602700000000.0,16059,2,0,1,1,0,4312.8253001041185
43928300000000.0,16059,2,0,1,1,0,5227.726024035182
37071900000000.0,16059,2,0,1,1,0,4718.791341459004
32939500000000.0,16059,2,0,1,1,0,4412.05286612533
25233100000000.0,16059,2,0,1,1,0,3840.0246533890454
39627000000000.0,16059,2,0,1,1,0,4908.450493120283
39901800000000.0,16059,2,0,1,1,0,4928.848260282632
40373400000000.0,16059,2,0,1,1,0,4963.85403536911
33612200000000.0,16059,2,0,1,1,0,4461.985828170863
27669300000000.0,16059,2,0,1,1,0,4020.8581335961635
32176800000000.0,16059,2,0,1,1,0,4355.43941265108
39415200000000.0,16059,2,0,1,1,0,4892.729069958034
33331000000000.0,16059,2,0,1,1,0,4441.11300384025
20982600000000.0,16059,2,0,1,1,0,3524.5198887472443
31190900000000.0,16059,2,0,1,1,0,4282.25834043361
31382800000000.0,16059,2,0,1,1,0,4296.502632713286
27489100000000.0,16059,2,0,1,1,0,4007.482305202221
14987900000000.0,16059,2,0,1,1,0,3079.5472002169054
27650200000000.0,16059,2,0,1,1,0,4019.440384859625
17319400000000.0,16059,2,0,1,1,0,3252.6090420619494
32247900000000.0,16059,2,0,1,1,0,4360.717000879766
33861400000000.0,16059,2,0,1,1,0,4480.483366660155
22782000000000.0,16059,2,0,1,1,0,3658.0851807120616
23637900000000.0,16059,2,0,1,1,0,3721.6166541991615
29045400000000.0,16059,2,0,1,1,0,4123.002847541248
31465300000000.0,16059,2,0,1,1,0,4302.626416522943
35230100000000.0,16059,2,0,1,1,0,4582.078795754434
33559300000000.0,16059,2,0,1,1,0,4458.059183764429
17922000000000.0,16059,2,0,1,1,0,3297.3386435613374
26993500000000.0,16059,2,0,1,1,0,3970.6950657347525
33217900000000.0,16059,2,0,1,1,0,4432.717852944828
39282800000000.0,16059,2,0,1,1,0,4882.901324789566
29300700000000.0,16059,2,0,1,1,0,4141.953174894043
20425900000000.0,16059,2,0,1,1,0,3483.197337876502
22000200000000.0,16059,2,0,1,1,0,3600.0539785012725
36574000000000.0,16059,2,0,1,1,0,4681.833378321689
17366900000000.0,16059,2,0,1,1,0,3256.1348569826614
30768400000000.0,16059,2,0,1,1,0,4250.897144559911
35466000000000.0,16059,2,0,1,1,0,4599.589106065928
25275200000000.0,16059,2,0,1,1,0,3843.1496388240344
25247000000000.0,16059,2,0,1,1,0,3841.0564181763693
19666800000000.0,16059,2,0,1,1,0,3426.8511040594003
30465900000000.0,16059,2,0,1,1,0,4228.443270591167
23721200000000.0,16059,2,0,1,1,0,3727.799820154852
35340000000000.0,16059,2,0,1,1,0,4590.236418065724
42026600000000.0,16059,2,0,1,1,0,5086.567240146389
31712600000000.0,16059,2,0,1,1,0,4320.982922415407
27577500000000.0,16059,2,0,1,1,0,4014.044032338872
27529400000000.0,16059,2,0,1,1,0,4010.4736808086354
38342000000000.0,16059,2,0,1,1,0,4813.0679210547105
34405700000000.0,16059,2,0,1,1,0,4520.885494267386
25914200000000.0,16059,2,0,1,1,0,3890.5811279679256
30063800000000.0,16059,2,0,1,1,0,4198.59631944131
34982800000000.0,16059,2,0,1,1,0,4563.722289861971
30393200000000.0,16059,2,0,1,1,0,4223.046918070414
18270300000000.0,16059,2,0,1,1,0,3323.1921453904724
39187300000000.0,16059,2,0,1,1,0,4875.812581106872
29200900000000.0,16059,2,0,1,1,0,4134.545252176421
26100600000000.0,16059,2,0,1,1,0,3904.4171679936244
28138500000000.0,16059,2,0,1,1,0,4055.6857622445423
41896900000000.0,16059,2,0,1,1,0,5076.939909720782
33059100000000.0,16059,2,0,1,1,0,4420.9304969572695
41994400000000.0,16059,2,0,1,1,0,5084.177108768559
37043800000000.0,16059,2,0,1,1,0,4716.705543579593
31486100000000.0,16059,2,0,1,1,0,4304.170352319803
29724300000000.0,16059,2,0,1,1,0,4173.3960212185375
39049900000000.0,16059,2,0,1,1,0,4865.613697525698
26427800000000.0,16059,2,0,1,1,0,3928.704465721138
22439700000000.0,16059,2,0,1,1,0,3632.6770449781743
42759800000000.0,16059,2,0,1,1,0,5140.990976985671
29788900000000.0,16059,2,0,1,1,0,4178.191129510706
19289500000000.0,16059,2,0,1,1,0,3398.844999436567
35312500000000.0,16059,2,0,1,1,0,4588.195156795838
41193400000000.0,16059,2,0,1,1,0,5024.720735052977
19119100000000.0,16059,2,0,1,1,0,3386.196602331529
16066400000000.0,16059,2,0,1,1,0,3159.601755837699
29245600000000.0,16059,2,0,1,1,0,4137.863229586017
26353900000000.0,16059,2,0,1,1,0,3923.219039981336
28474000000000.0,16059,2,0,1,1,0,4080.5891497371485
36714100000000.0,16059,2,0,1,1,0,4692.232676645725
40148000000000.0,16059,2,0,1,1,0,4947.1231157243
22380200000000.0,16059,2,0,1,1,0,3628.260497866967
38465400000000.0,16059,2,0,1,1,0,4822.227617080307
30034200000000.0,16059,2,0,1,1,0,4196.399180038087
38582700000000.0,16059,2,0,1,1,0,4830.9345242424015
40123700000000.0,16059,2,0,1,1,0,4945.319383038547
30723300000000.0,16059,2,0,1,1,0,4247.549476077298
28524800000000.0,16059,2,0,1,1,0,4084.3599160102467
37870400000000.0,16059,2,0,1,1,0,4778.0621459682325
32784300000000.0,16059,2,0,1,1,0,4400.53272979492
37181200000000.0,16059,2,0,1,1,0,4726.904427160768
32047400000000.0,16059,2,0,1,1,0,4345.834350530235
35642300000000.0,16059,2,0,1,1,0,4612.6754464979595
30451600000000.0,16059,2,0,1,1,0,4227.381814730827
29454800000000.0,16059,2,0,1,1,0,4153.391660773657
27169500000000.0,16059,2,0,1,1,0,3983.7591378620214
26414800000000.0,16059,2,0,1,1,0,3927.7395058481015
34116700000000.0,16059,2,0,1,1,0,4499.43369401295
29149000000000.0,16059,2,0,1,1,0,4130.692835452527
38253000000000.0,16059,2,0,1,1,0,4806.461657308534
39846800000000.0,16059,2,0,1,1,0,4924.76573774286
31740100000000.0,16059,2,0,1,1,0,4323.024183685293
34661000000000.0,16059,2,0,1,1,0,4539.8358216201805
26540900000000.0,16059,2,0,1,1,0,3937.0996166165596
33517500000000.0,16059,2,0,1,1,0,4454.956466634202
34591300000000.0,16059,2,0,1,1,0,4534.6621521470515
22223300000000.0,16059,2,0,1,1,0,3616.6141744762367
23758300000000.0,16059,2,0,1,1,0,3730.5536671771342
28442400000000.0,16059,2,0,1,1,0,4078.2435549688435
27591800000000.0,16059,2,0,1,1,0,4015.105488199213
29981300000000.0,16059,2,0,1,1,0,4192.472535631652
41916200000000.0,16059,2,0,1,1,0,5078.372503993829
40478900000000.0,16059,2,0,1,1,0,4971.685055877217
27672200000000.0,16059,2,0,1,1,0,4021.073393875534
23204800000000.0,16059,2,0,1,1,0,3689.468644890524
40314000000000.0,16059,2,0,1,1,0,4959.444911026157
28937100000000.0,16059,2,0,1,1,0,4114.963989522025
37456000000000.0,16059,2,0,1,1,0,4747.302194323117
27121900000000.0,16059,2,0,1,1,0,3980.2259001730554
44078900000000.0,16059,2,0,1,1,0,5238.904713025901
31204700000000.0,16059,2,0,1,1,0,4283.28268245268
32755800000000.0,16059,2,0,1,1,0,4398.417240842493
39352200000000.0,16059,2,0,1,1,0,4888.052725957933
17992400000000.0,16059,2,0,1,1,0,3302.5642724122454
21270000000000.0,16059,2,0,1,1,0,3545.852924709614
26407700000000.0,16059,2,0,1,1,0,3927.212489302058
25438200000000.0,16059,2,0,1,1,0,3855.2487510782667
19345100000000.0,16059,2,0,1,1,0,3402.972058585863
42072800000000.0,16059,2,0,1,1,0,5089.996559079797
27512000000000.0,16059,2,0,1,1,0,4009.182119132417
25702400000000.0,16059,2,0,1,1,0,3874.859704805678
33939600000000.0,16059,2,0,1,1,0,4486.287971434886
35697300000000.0,16059,2,0,1,1,0,4616.757969037731
34533200000000.0,16059,2,0,1,1,0,4530.349523791402
43666600000000.0,16059,2,0,1,1,0,5208.300639514123
31858600000000.0,16059,2,0,1,1,0,4331.820164066437
30091200000000.0,16059,2,0,1,1,0,4200.630157942941
33468000000000.0,16059,2,0,1,1,0,4451.2821963484075
35703100000000.0,16059,2,0,1,1,0,4617.18848959647
29519500000000.0,16059,2,0,1,1,0,4158.194191834079
40808700000000.0,16059,2,0,1,1,0,4996.1653455793385
38595900000000.0,16059,2,0,1,1,0,4831.914329651947
36914100000000.0,16059,2,0,1,1,0,4707.078213153986
37126300000000.0,16059,2,0,1,1,0,4722.8293273892505
32405100000000.0,16059,2,0,1,1,0,4372.385592575259
40011700000000.0,16059,2,0,1,1,0,4937.005882593921
32317200000000.0,16059,2,0,1,1,0,4365.860979279878
40560700000000.0,16059,2,0,1,1,0,4977.756880309095
31041900000000.0,16059,2,0,1,1,0,4271.198415734956
17874500000000.0,16059,2,0,1,1,0,3293.8128286406254
27809700000000.0,16059,2,0,1,1,0,4031.2797002249627
41852900000000.0,16059,2,0,1,1,0,5073.673891688965
27393700000000.0,16059,2,0,1,1,0,4000.4009842877813
32240500000000.0,16059,2,0,1,1,0,4360.16771602896
17693100000000.0,16059,2,0,1,1,0,3280.347927027634
25573000000000.0,16059,2,0,1,1,0,3865.254642684834
32756900000000.0,16059,2,0,1,1,0,4398.498891293289
38165800000000.0,16059,2,0,1,1,0,4799.989003390933
30888200000000.0,16059,2,0,1,1,0,4259.789620928358
38033800000000.0,16059,2,0,1,1,0,4790.190949295481
32310100000000.0,16059,2,0,1,1,0,4365.333962733835
29869300000000.0,16059,2,0,1,1,0,4184.159035187026
21977600000000.0,16059,2,0,1,1,0,3598.376432875839
30994200000000.0,16059,2,0,1,1,0,4267.657755277736
26828900000000.0,16059,2,0,1,1,0,3958.477189188454
29189200000000.0,16059,2,0,1,1,0,4133.676788290688
41663700000000.0,16059,2,0,1,1,0,5059.630014152151
36686600000000.0,16059,2,0,1,1,0,4690.19141537584
33608700000000.0,16059,2,0,1,1,0,4461.726031281969
43446800000000.0,16059,2,0,1,1,0,5191.985394891545
35120200000000.0,16059,2,0,1,1,0,4573.921173443146
33418300000000.0,16059,2,0,1,1,0,4447.593080526105
38393400000000.0,16059,2,0,1,1,0,4816.883223937333
28000700000000.0,16059,2,0,1,1,0,4045.457187590351
42182700000000.0,16059,2,0,1,1,0,5098.154181391086
41264500000000.0,16059,2,0,1,1,0,5029.998323281663
23514100000000.0,16059,2,0,1,1,0,3712.4272671005483
31959900000000.0,16059,2,0,1,1,0,4339.3394283078715
26821000000000.0,16059,2,0,1,1,0,3957.890790496378
25871600000000.0,16059,2,0,1,1,0,3887.4190286916664
29404200000000.0,16059,2,0,1,1,0,4149.635740037067
22808600000000.0,16059,2,0,1,1,0,3660.0596370676603
40423900000000.0,16059,2,0,1,1,0,4967.6025333374455
26193400000000.0,16059,2,0,1,1,0,3911.305496933457
30494700000000.0,16059,2,0,1,1,0,4230.581027848357
33078500000000.0,16059,2,0,1,1,0,4422.3705139985705
39736900000000.0,16059,2,0,1,1,0,4916.608115431572
36558900000000.0,16059,2,0,1,1,0,4680.712540315316
23615900000000.0,16059,2,0,1,1,0,3719.983645183253
43776600000000.0,16059,2,0,1,1,0,5216.465684593666
17160800000000.0,16059,2,0,1,1,0,3240.836531610899
26467400000000.0,16059,2,0,1,1,0,3931.6438819497735
27288200000000.0,16059,2,0,1,1,0,3992.569963779674
38049600000000.0,16059,2,0,1,1,0,4791.363746679634
42649900000000.0,16059,2,0,1,1,0,5132.8333546743825
23492000000000.0,16059,2,0,1,1,0,3710.786835316386
27205800000000.0,16059,2,0,1,1,0,3986.4536027382705
21975700000000.0,16059,2,0,1,1,0,3598.2354002790107
24224100000000.0,16059,2,0,1,1,0,3765.1289217048725
33263600000000.0,16059,2,0,1,1,0,4436.110058036966
26636200000000.0,16059,2,0,1,1,0,3944.173514762745
35065200000000.0,16059,2,0,1,1,0,4569.838650903374
29655800000000.0,16059,2,0,1,1,0,4168.311424964459
42375100000000.0,16059,2,0,1,1,0,5112.435587512033
31809200000000.0,16059,2,0,1,1,0,4328.153316548897
24820600000000.0,16059,2,0,1,1,0,3809.4057343407585
26408800000000.0,16059,2,0,1,1,0,3927.2941397528534
31108000000000.0,16059,2,0,1,1,0,4276.104865550937
27313500000000.0,16059,2,0,1,1,0,3994.4479241479685
36329000000000.0,16059,2,0,1,1,0,4663.647596099071
42652100000000.0,16059,2,0,1,1,0,5132.996655575973
20197900000000.0,16059,2,0,1,1,0,3466.2734262570852
26934100000000.0,16059,2,0,1,1,0,3966.285941391799
26738600000000.0,16059,2,0,1,1,0,3951.774429454975
30558400000000.0,16059,2,0,1,1,0,4235.309331226237
25299700000000.0,16059,2,0,1,1,0,3844.968217046296
43859000000000.0,16059,2,0,1,1,0,5222.582045635069
39984200000000.0,16059,2,0,1,1,0,4934.964621324035
40149100000000.0,16059,2,0,1,1,0,4947.204766175096
26016300000000.0,16059,2,0,1,1,0,3898.159774355393
35889600000000.0,16059,2,0,1,1,0,4631.031952390423
29227400000000.0,16059,2,0,1,1,0,4136.512285763765
35075600000000.0,16059,2,0,1,1,0,4570.610618801804
22915300000000.0,16059,2,0,1,1,0,3667.9797307948174
30712900000000.0,16059,2,0,1,1,0,4246.777508178869
32552700000000.0,16059,2,0,1,1,0,4383.341598518355
32729400000000.0,16059,2,0,1,1,0,4396.457630023402
32964800000000.0,16059,2,0,1,1,0,4413.930826493624
36753300000000.0,16059,2,0,1,1,0,4695.142401801345
41056000000000.0,16059,2,0,1,1,0,5014.521851471802
31563400000000.0,16059,2,0,1,1,0,4309.908152180245
25108500000000.0,16059,2,0,1,1,0,3830.7758841443992
24361300000000.0,16059,2,0,1,1,0,3775.312959749539
39874300000000.0,16059,2,0,1,1,0,4926.806999012746
25878900000000.0,16059,2,0,1,1,0,3887.9608907742177
36067100000000.0,16059,2,0,1,1,0,4644.2073660415035
29285500000000.0,16059,2,0,1,1,0,4140.824914119415
31714200000000.0,16059,2,0,1,1,0,4321.101686707473
36500500000000.0,16059,2,0,1,1,0,4676.377643654904
27150800000000.0,16059,2,0,1,1,0,3982.371080198499
38105000000000.0,16059,2,0,1,1,0,4795.475960292421
30997000000000.0,16059,2,0,1,1,0,4267.865592788852
27975200000000.0,16059,2,0,1,1,0,4043.564381685548
29581400000000.0,16059,2,0,1,1,0,4162.788885383386
40039200000000.0,16059,2,0,1,1,0,4939.047143863807
21459300000000.0,16059,2,0,1,1,0,3559.9042250146827
41655500000000.0,16059,2,0,1,1,0,5059.0213471553125
39440100000000.0,16059,2,0,1,1,0,4894.577339253313
38885000000000.0,16059,2,0,1,1,0,4853.373552674637
29931500000000.0,16059,2,0,1,1,0,4188.775997041095
35367500000000.0,16059,2,0,1,1,0,4592.27767933561
27535500000000.0,16059,2,0,1,1,0,4010.9264696721375
33625600000000.0,16059,2,0,1,1,0,4462.980479116917
28579800000000.0,16059,2,0,1,1,0,4088.442438550019
18749600000000.0,16059,2,0,1,1,0,3358.7694736325184
38225500000000.0,16059,2,0,1,1,0,4804.4203960386485
20411000000000.0,16059,2,0,1,1,0,3482.0913454066367
23706800000000.0,16059,2,0,1,1,0,3726.730941526257
25627600000000.0,16059,2,0,1,1,0,3869.307474151589
31715300000000.0,16059,2,0,1,1,0,4321.183337158269
35510200000000.0,16059,2,0,1,1,0,4602.869969634253
30911700000000.0,16059,2,0,1,1,0,4261.5339714680795
33141600000000.0,16059,2,0,1,1,0,4427.054280766927
23148400000000.0,16059,2,0,1,1,0,3685.282203595195
17552400000000.0,16059,2,0,1,1,0,3269.9040920940724
26522100000000.0,16059,2,0,1,1,0,3935.704136184783
35037700000000.0,16059,2,0,1,1,0,4567.797389633488
21740100000000.0,16059,2,0,1,1,0,3580.74735827228
27454800000000.0,16059,2,0,1,1,0,4004.9362956910545
28366600000000.0,16059,2,0,1,1,0,4072.6170966322134
28185200000000.0,16059,2,0,1,1,0,4059.152195019221
31829100000000.0,16059,2,0,1,1,0,4329.630447431469
39409500000000.0,16059,2,0,1,1,0,4892.305972167549
31507800000000.0,16059,2,0,1,1,0,4305.781093030949
42539900000000.0,16059,2,0,1,1,0,5124.668309594839
42011400000000.0,16059,2,0,1,1,0,5085.438979371761
42237700000000.0,16059,2,0,1,1,0,5102.236703930857
35862200000000.0,16059,2,0,1,1,0,4628.9981138887915
31921100000000.0,16059,2,0,1,1,0,4336.459394225269
32719500000000.0,16059,2,0,1,1,0,4395.722775966244
20351500000000.0,16059,2,0,1,1,0,3477.6747982954294
36903700000000.0,16059,2,0,1,1,0,4706.306245255557
21631500000000.0,16059,2,0,1,1,0,3572.686231948295
17356100000000.0,16059,2,0,1,1,0,3255.3331980112152
20293900000000.0,16059,2,0,1,1,0,3473.39928378105
34103400000000.0,16059,2,0,1,1,0,4498.446465835151
33562400000000.0,16059,2,0,1,1,0,4458.289289580306
29975800000000.0,16059,2,0,1,1,0,4192.064283377676
33362100000000.0,16059,2,0,1,1,0,4443.421484767284
27563000000000.0,16059,2,0,1,1,0,4012.967730942023
21079800000000.0,16059,2,0,1,1,0,3531.734819490259
30448500000000.0,16059,2,0,1,1,0,4227.151708914948
24402800000000.0,16059,2,0,1,1,0,3778.393408575003
27590500000000.0,16059,2,0,1,1,0,4015.008992211909
41413200000000.0,16059,2,0,1,1,0,5041.035979675555
41165900000000.0,16059,2,0,1,1,0,5022.679473783091
36962500000000.0,16059,2,0,1,1,0,4710.670832988985
43391800000000.0,16059,2,0,1,1,0,5187.902872351774
35559900000000.0,16059,2,0,1,1,0,4606.559085456556
32376800000000.0,16059,2,0,1,1,0,4370.28494915934
32179800000000.0,16059,2,0,1,1,0,4355.6620956987035
37324000000000.0,16059,2,0,1,1,0,4737.504140227666
36875000000000.0,16059,2,0,1,1,0,4704.175910766621
38143700000000.0,16059,2,0,1,1,0,4798.34857160677
38088100000000.0,16059,2,0,1,1,0,4794.221512457474
38334900000000.0,16059,2,0,1,1,0,4812.540904508667
25806300000000.0,16059,2,0,1,1,0,3882.5719610217193
25364600000000.0,16059,2,0,1,1,0,3849.7855936432265
31031400000000.0,16059,2,0,1,1,0,4270.419025068273
42457500000000.0,16059,2,0,1,1,0,5118.551948553436
26369100000000.0,16059,2,0,1,1,0,3924.3473007559637
18640900000000.0,16059,2,0,1,1,0,3350.7009245402787
44154900000000.0,16059,2,0,1,1,0,5244.54601689904
37730800000000.0,16059,2,0,1,1,0,4767.699961485467
22008200000000.0,16059,2,0,1,1,0,3600.6477999616027
37872600000000.0,16059,2,0,1,1,0,4778.225446869824
35569600000000.0,16059,2,0,1,1,0,4607.279093977207
26122600000000.0,16059,2,0,1,1,0,3906.050177009533
31353800000000.0,16059,2,0,1,1,0,4294.350029919588
14543800000000.0,16059,2,0,1,1,0,3046.5826864003134
28818500000000.0,16059,2,0,1,1,0,4106.160586372627
36611000000000.0,16059,2,0,1,1,0,4684.579802575718
31526800000000.0,16059,2,0,1,1,0,4307.191418999234
20146700000000.0,16059,2,0,1,1,0,3462.472968910971
22023900000000.0,16059,2,0,1,1,0,3601.8131745775013
23385200000000.0,16059,2,0,1,1,0,3702.8593188209747
34451200000000.0,16059,2,0,1,1,0,4524.262853823015
30774500000000.0,16059,2,0,1,1,0,4251.349933423413
43749100000000.0,16059,2,0,1,1,0,5214.4244233237805
27794600000000.0,16059,2,0,1,1,0,4030.158862218589
27225600000000.0,16059,2,0,1,1,0,3987.9233108525887
38692700000000.0,16059,2,0,1,1,0,4839.099569321945
31987400000000.0,16059,2,0,1,1,0,4341.380689577757
25323300000000.0,16059,2,0,1,1,0,3846.719990354271
26876000000000.0,16059,2,0,1,1,0,3961.973313036149
23899000000000.0,16059,2,0,1,1,0,3740.9975021106957
23121200000000.0,16059,2,0,1,1,0,3683.263210630071
20216000000000.0,16059,2,0,1,1,0,3467.6169473110826
24239400000000.0,16059,2,0,1,1,0,3766.2646052477544
40247600000000.0,16059,2,0,1,1,0,4954.516192905414
29037100000000.0,16059,2,0,1,1,0,4122.386757776156
27568200000000.0,16059,2,0,1,1,0,4013.3537148912383
38578800000000.0,16059,2,0,1,1,0,4830.645036280491
41798000000000.0,16059,2,0,1,1,0,5069.598791917448
30527600000000.0,16059,2,0,1,1,0,4233.0231186039655
29558400000000.0,16059,2,0,1,1,0,4161.081648684936
38759600000000.0,16059,2,0,1,1,0,4844.065401283958
24473100000000.0,16059,2,0,1,1,0,3783.6116146576564
29451300000000.0,16059,2,0,1,1,0,4153.131863884762
37597200000000.0,16059,2,0,1,1,0,4757.783143097949
39269700000000.0,16059,2,0,1,1,0,4881.928942148275
26222400000000.0,16059,2,0,1,1,0,3913.458099727155
31355300000000.0,16059,2,0,1,1,0,4294.461371443401
31288800000000.0,16059,2,0,1,1,0,4289.525230554404
28946900000000.0,16059,2,0,1,1,0,4115.69142081093
21399000000000.0,16059,2,0,1,1,0,3555.4282957574424
34068700000000.0,16059,2,0,1,1,0,4495.870765250967
16329100000000.0,16059,2,0,1,1,0,3179.101368041299
33612700000000.0,16059,2,0,1,1,0,4462.022942012134
22098000000000.0,16059,2,0,1,1,0,3607.3134458538116
39379700000000.0,16059,2,0,1,1,0,4890.093987227819
28609000000000.0,16059,2,0,1,1,0,4090.6098868802246
18233300000000.0,16059,2,0,1,1,0,3320.4457211364443
31621800000000.0,16059,2,0,1,1,0,4314.243048840657
41001000000000.0,16059,2,0,1,1,0,5010.439328932031
24208000000000.0,16059,2,0,1,1,0,3763.9338560159576
38912500000000.0,16059,2,0,1,1,0,4855.414813944522
35504900000000.0,16059,2,0,1,1,0,4602.476562916784
40602800000000.0,16059,2,0,1,1,0,4980.881865744084
28882100000000.0,16059,2,0,1,1,0,4110.881466982254
34075900000000.0,16059,2,0,1,1,0,4496.405204565264
40124900000000.0,16059,2,0,1,1,0,4945.408456257596
35744500000000.0,16059,2,0,1,1,0,4620.26151565368
32233900000000.0,16059,2,0,1,1,0,4359.677813324188
23086000000000.0,16059,2,0,1,1,0,3680.650396204617
21623000000000.0,16059,2,0,1,1,0,3572.055296646694
33443900000000.0,16059,2,0,1,1,0,4449.4933091991625
28497400000000.0,16059,2,0,1,1,0,4082.3260775086155
26909000000000.0,16059,2,0,1,1,0,3964.4228265600123
35730300000000.0,16059,2,0,1,1,0,4619.207482561594
32236800000000.0,16059,2,0,1,1,0,4359.893073603557
18711900000000.0,16059,2,0,1,1,0,3355.9710900007112
32846400000000.0,16059,2,0,1,1,0,4405.142268880735
31351400000000.0,16059,2,0,1,1,0,4294.171883481489
34158400000000.0,16059,2,0,1,1,0,4502.528988374922
26903500000000.0,16059,2,0,1,1,0,3964.0145743060352
37428600000000.0,16059,2,0,1,1,0,4745.268355821486
41224600000000.0,16059,2,0,1,1,0,5027.036638748265
43901100000000.0,16059,2,0,1,1,0,5225.707031070058
20715600000000.0,16059,2,0,1,1,0,3504.701097508717
31470000000000.0,16059,2,0,1,1,0,4302.975286630887
31416100000000.0,16059,2,0,1,1,0,4298.974414541912
41495700000000.0,16059,2,0,1,1,0,5047.159763485212
32771900000000.0,16059,2,0,1,1,0,4399.612306531408
28209200000000.0,16059,2,0,1,1,0,4060.9336594002125
21383000000000.0,16059,2,0,1,1,0,3554.240652836781
32667300000000.0,16059,2,0,1,1,0,4391.848090937588
33827500000000.0,16059,2,0,1,1,0,4477.967048222005
37291100000000.0,16059,2,0,1,1,0,4735.062049472057
32466700000000.0,16059,2,0,1,1,0,4376.958017819803
25006400000000.0,16059,2,0,1,1,0,3823.1972377569327
25832100000000.0,16059,2,0,1,1,0,3884.487035231285
26216500000000.0,16059,2,0,1,1,0,3913.020156400161
39050100000000.0,16059,2,0,1,1,0,4865.628543062206
43804000000000.0,16059,2,0,1,1,0,5218.499523095298
22394900000000.0,16059,2,0,1,1,0,3629.351644800324
41358300000000.0,16059,2,0,1,1,0,5036.960879904037
25521500000000.0,16059,2,0,1,1,0,3861.431917033957
18636500000000.0,16059,2,0,1,1,0,3350.3743227370974
26759500000000.0,16059,2,0,1,1,0,3953.325788020088
26697900000000.0,16059,2,0,1,1,0,3948.753362775544
43639200000000.0,16059,2,0,1,1,0,5206.266801012492
38126200000000.0,16059,2,0,1,1,0,4797.049587162297
29976800000000.0,16059,2,0,1,1,0,4192.138511060217
35041000000000.0,16059,2,0,1,1,0,4568.042340985875
32646900000000.0,16059,2,0,1,1,0,4390.333846213745
25414000000000.0,16059,2,0,1,1,0,3853.452441160767
44408600000000.0,16059,2,0,1,1,0,5263.377579959769
33663700000000.0,16059,2,0,1,1,0,4465.80855382174
19487000000000.0,16059,2,0,1,1,0,3413.5049667384737
31123400000000.0,16059,2,0,1,1,0,4277.2479718620725
32014900000000.0,16059,2,0,1,1,0,4343.421950847643
39824100000000.0,16059,2,0,1,1,0,4923.080769349173
43089600000000.0,16059,2,0,1,1,0,5165.471266687792
16106600000000.0,16059,2,0,1,1,0,3162.5857086758588
31272900000000.0,16059,2,0,1,1,0,4288.345010401998
24791600000000.0,16059,2,0,1,1,0,3807.253131547061
21943600000000.0,16059,2,0,1,1,0,3595.8526916694345
27900300000000.0,16059,2,0,1,1,0,4038.004728263204
19733300000000.0,16059,2,0,1,1,0,3431.7872449483966
41578100000000.0,16059,2,0,1,1,0,5053.276124526616
22469800000000.0,16059,2,0,1,1,0,3634.9112982226675
39834800000000.0,16059,2,0,1,1,0,4923.875005552365
39764400000000.0,16059,2,0,1,1,0,4918.649376701457
39489600000000.0,16059,2,0,1,1,0,4898.251609539107
44243700000000.0,16059,2,0,1,1,0,5251.137435108708
32268200000000.0,16059,2,0,1,1,0,4362.223822835354
24379500000000.0,16059,2,0,1,1,0,3776.663903571791
30008800000000.0,16059,2,0,1,1,0,4194.513796901538
22424200000000.0,16059,2,0,1,1,0,3631.526515898784
23531200000000.0,16059,2,0,1,1,0,3713.696560472005
40175700000000.0,16059,2,0,1,1,0,4949.1792225306945
27049700000000.0,16059,2,0,1,1,0,3974.8666614935737
19399100000000.0,16059,2,0,1,1,0,3406.980353443094
33667600000000.0,16059,2,0,1,1,0,4466.098041783652
42020500000000.0,16059,2,0,1,1,0,5086.114451282887
36164400000000.0,16059,2,0,1,1,0,4651.429719552772
41962800000000.0,16059,2,0,1,1,0,5081.831514000254
20496000000000.0,16059,2,0,1,1,0,3488.400698422647
31021200000000.0,16059,2,0,1,1,0,4269.661902706352
31905000000000.0,16059,2,0,1,1,0,4335.264328536354
29155800000000.0,16059,2,0,1,1,0,4131.197583693808
40753700000000.0,16059,2,0,1,1,0,4992.082823039566
25691800000000.0,16059,2,0,1,1,0,3874.0728913707403
34846000000000.0,16059,2,0,1,1,0,4553.567942890321
40643800000000.0,16059,2,0,1,1,0,4983.925200728278
20502100000000.0,16059,2,0,1,1,0,3488.853487286149
43335100000000.0,16059,2,0,1,1,0,5183.694162751682
40876000000000.0,16059,2,0,1,1,0,5001.160868614368
26801900000000.0,16059,2,0,1,1,0,3956.473041759839
36831700000000.0,16059,2,0,1,1,0,4700.961852112583
36543400000000.0,16059,2,0,1,1,0,4679.562011235926
27066300000000.0,16059,2,0,1,1,0,3976.0988410237587
